transaction_id,amfi_code,investor_id,transaction_type,amount,transaction_date,kyc_status
TXN111196,100085,INV3922,LUMP,91402.27,02/05/2023,Rejected
TXN421863,100053,INV8510,Red,43579.83,03/06/2023,Verified
TXN773516,100061,INV2939,Red,29132.7,04/09/2023,Verified
TXN698181,100044,INV1212,sip,7905.28,16/11/2023,Rejected
TXN838430,100085,INV3999,SIP,76068.98,02/08/2023,N/A
TXN565333,100037,INV4485,sip,47714.85,30/12/2023,Pending
TXN207876,100055,INV4445,Red,43388.24,10/09/2023,Verified
TXN290333,100027,INV8845,LUMP,58616.59,12/09/2023,Pending
TXN413220,100059,INV7914,Redemption,92011.57,23/08/2023,Verified
TXN616769,100059,INV2886,Lumpsum,20850.96,12/03/2023,N/A
TXN297472,100043,INV2964,Red,78327.8,10/08/2023,N/A
TXN831969,100049,INV5643,SIP,65791.26,28/01/2023,Verified
TXN448151,100044,INV5021,sip,29052.52,09/06/2023,N/A
TXN682385,100047,INV2255,SIP,92449.88,22/04/2023,Pending
TXN484990,100029,INV8606,Red,47935.59,21/09/2023,Pending
TXN554532,100043,INV7958,Red,94296.82,17/09/2023,N/A
TXN472761,100064,INV6187,Red,76870.27,05/11/2023,Rejected
TXN720027,100077,INV9570,Lumpsum,97306.77,16/12/2023,Verified
TXN430107,100079,INV1968,Lumpsum,35996.7,01/06/2023,Verified
TXN524683,100064,INV6458,SIP,8286.63,19/12/2023,Rejected
TXN273293,100067,INV3563,SIP,66832.08,26/05/2023,Pending
TXN575790,100032,INV1560,Red,42729.11,14/12/2023,Verified
TXN683377,100057,INV6179,SIP,97813.22,05/03/2023,N/A
TXN368356,100035,INV3495,SIP,27990.2,28/02/2023,Pending
TXN845454,100080,INV8202,sip,3797.93,12/05/2023,Pending
TXN645171,100030,INV6587,Red,38249.15,03/03/2023,Rejected
TXN198003,100068,INV8305,sip,64946.46,21/09/2023,N/A
TXN484473,100079,INV4206,sip,23853.33,21/08/2023,Rejected
TXN673465,100041,INV4843,Redemption,61812.7,20/01/2023,Rejected
TXN356047,100036,INV3008,Lumpsum,56249.59,11/11/2023,Rejected
TXN366460,100054,INV6802,Redemption,58258.59,17/12/2023,N/A
TXN199442,100065,INV9904,Lumpsum,50200.42,07/08/2023,Pending
TXN748817,100041,INV8591,LUMP,23921.08,22/09/2023,N/A
TXN877330,100048,INV3918,Lumpsum,-1626.57,03/06/2023,N/A
TXN710897,100030,INV6907,Red,5430.5,30/10/2023,Verified
TXN459809,100038,INV2644,LUMP,71013.43,24/10/2023,Verified
TXN826622,100057,INV3721,SIP,-702.27,23/09/2023,N/A
TXN485621,100046,INV6054,Lumpsum,77980.53,29/05/2023,Rejected
TXN951821,100053,INV2923,Lumpsum,13764.23,15/06/2023,Pending
TXN872016,100028,INV1548,sip,77105.28,30/06/2023,N/A
TXN652761,100059,INV8591,Redemption,92600.51,15/01/2023,Rejected
TXN428351,100085,INV5162,Lumpsum,13330.42,23/05/2023,Verified
TXN656985,100041,INV9897,sip,80073.38,13/01/2023,Rejected
TXN820332,100057,INV3338,Red,77715.29,21/11/2023,Verified
TXN362192,100034,INV9461,sip,90611.0,24/10/2023,Verified
TXN931422,100058,INV6719,SIP,85434.69,26/03/2023,N/A
TXN754106,100053,INV8941,LUMP,48113.25,11/02/2023,Rejected
TXN300582,100052,INV3974,Lumpsum,52227.48,16/06/2023,Rejected
TXN174976,100041,INV2566,Lumpsum,80204.95,30/05/2023,Pending
TXN557375,100038,INV3686,Redemption,98279.3,09/04/2023,N/A
TXN756006,100028,INV4668,Lumpsum,-4349.03,25/08/2023,Rejected
TXN539266,100067,INV6646,Red,-1448.21,02/05/2023,Rejected
TXN945236,100041,INV9014,sip,47885.45,17/02/2023,N/A
TXN340334,100060,INV4912,LUMP,10472.75,14/04/2023,Pending
TXN172124,100060,INV5074,Lumpsum,21916.18,06/01/2023,N/A
TXN966775,100031,INV7851,Redemption,83612.32,01/04/2023,Verified
TXN800141,100049,INV6522,Red,-1277.03,12/05/2023,N/A
TXN664349,100032,INV6077,Redemption,74520.5,08/04/2023,Rejected
TXN952280,100062,INV6110,sip,38351.71,02/11/2023,Pending
TXN318237,100080,INV5649,sip,82934.51,05/12/2023,Pending
TXN515699,100077,INV9858,Red,77801.59,21/06/2023,Rejected
TXN322260,100056,INV3626,Red,89678.92,23/09/2023,Pending
TXN502421,100043,INV6051,Red,15688.95,14/11/2023,Verified
TXN825516,100077,INV2147,SIP,1198.26,08/04/2023,N/A
TXN965513,100029,INV9407,Lumpsum,31894.35,29/04/2023,Pending
TXN195345,100064,INV9283,Lumpsum,17659.07,11/05/2023,Verified
TXN934462,100027,INV2280,Lumpsum,52902.12,09/08/2023,N/A
TXN335008,100038,INV6523,Red,80067.38,10/09/2023,Rejected
TXN876689,100038,INV5991,Redemption,26946.69,07/01/2023,Pending
TXN751092,100060,INV7583,Redemption,33951.95,25/05/2023,Rejected
TXN599041,100067,INV1874,Lumpsum,91823.15,11/09/2023,Rejected
TXN493649,100028,INV4184,sip,48474.35,15/08/2023,Verified
TXN891549,100080,INV4243,SIP,-1585.58,04/03/2023,Pending
TXN939636,100038,INV4276,SIP,36813.95,05/02/2023,N/A
TXN896788,100086,INV6107,LUMP,79842.59,19/10/2023,Pending
TXN198397,100085,INV3028,Lumpsum,56750.96,13/04/2023,N/A
TXN383993,100081,INV1700,sip,59627.69,05/06/2023,Pending
TXN934903,100077,INV5676,sip,1335.81,20/06/2023,Verified
TXN208558,100046,INV2209,Lumpsum,99400.84,20/04/2023,Rejected
TXN884156,100080,INV4812,Lumpsum,16643.2,12/01/2023,Rejected
TXN923165,100082,INV6496,SIP,78772.78,18/09/2023,Verified
TXN323325,100028,INV7896,SIP,51718.57,25/09/2023,Pending
TXN168062,100044,INV1039,LUMP,52697.53,18/07/2023,Pending
TXN856840,100062,INV6644,SIP,96079.07,15/03/2023,Rejected
TXN694017,100044,INV7342,SIP,76869.05,10/11/2023,Pending
TXN809004,100035,INV2488,SIP,33587.29,02/02/2023,N/A
TXN899488,100065,INV7484,Redemption,48717.23,11/07/2023,N/A
TXN374482,100043,INV7140,sip,82642.8,04/02/2023,N/A
TXN536212,100028,INV6440,Redemption,30593.31,03/01/2023,N/A
TXN561766,100036,INV1594,Red,12355.58,04/09/2023,N/A
TXN344037,100079,INV1325,LUMP,14302.85,26/08/2023,N/A
TXN852836,100087,INV2989,SIP,49034.71,13/08/2023,Pending
TXN410449,100081,INV8055,Red,-3240.53,30/08/2023,N/A
TXN132584,100053,INV3103,sip,79165.21,21/09/2023,N/A
TXN823265,100058,INV6074,LUMP,32593.16,23/07/2023,Rejected
TXN449982,100086,INV7440,Lumpsum,89270.56,17/08/2023,N/A
TXN228475,100084,INV7013,SIP,21385.11,10/06/2023,Verified
TXN293241,100027,INV7703,SIP,30412.02,03/10/2023,Pending
TXN853940,100041,INV8218,Lumpsum,82510.84,18/03/2023,Verified
TXN413371,100031,INV8151,Lumpsum,86945.55,04/02/2023,Rejected
TXN492506,100078,INV3354,sip,42565.42,19/10/2023,Verified
TXN153808,100079,INV9148,Redemption,95858.24,27/03/2023,Rejected
TXN161157,100085,INV5522,Redemption,87555.73,21/09/2023,Rejected
TXN632668,100085,INV6566,Lumpsum,83437.84,12/03/2023,Verified
TXN922753,100069,INV2357,SIP,82034.79,30/04/2023,Rejected
TXN913114,100044,INV4334,LUMP,15192.24,11/08/2023,N/A
TXN385815,100082,INV5930,Red,65422.15,08/09/2023,N/A
TXN376873,100033,INV8243,Red,12840.47,07/08/2023,Rejected
TXN625361,100027,INV7518,sip,354.69,14/09/2023,Rejected
TXN698994,100048,INV7330,Redemption,93834.4,17/07/2023,Verified
TXN971888,100051,INV3887,SIP,28724.51,06/10/2023,Rejected
TXN845766,100088,INV3772,LUMP,49451.05,14/07/2023,N/A
TXN152619,100049,INV5931,Lumpsum,51772.18,21/05/2023,Pending
TXN290477,100052,INV6384,Red,96577.16,21/09/2023,N/A
TXN716462,100056,INV5672,SIP,9094.43,27/06/2023,Pending
TXN632204,100033,INV7584,SIP,49398.15,30/06/2023,Pending
TXN355567,100030,INV1820,Red,15530.14,23/12/2023,Verified
TXN733123,100068,INV5037,Lumpsum,11102.39,20/11/2023,Rejected
TXN339130,100027,INV7133,Lumpsum,76605.6,26/08/2023,Rejected
TXN923414,100061,INV4196,LUMP,46289.61,12/06/2023,Pending
TXN275747,100033,INV6952,Red,9095.86,07/05/2023,Verified
TXN259003,100061,INV1766,LUMP,5236.1,25/02/2023,Pending
TXN214930,100056,INV1365,Red,62666.67,29/05/2023,Rejected
TXN130830,100042,INV5316,LUMP,92900.71,05/10/2023,Verified
TXN459017,100067,INV4551,LUMP,30582.38,26/11/2023,Pending
TXN644702,100048,INV5653,Redemption,93169.26,07/10/2023,Pending
TXN986035,100055,INV3953,Redemption,8287.5,02/10/2023,Pending
TXN124726,100035,INV6076,sip,22026.44,04/07/2023,Verified
TXN951443,100077,INV2583,Redemption,-1342.39,04/09/2023,Pending
TXN804562,100043,INV8939,SIP,30800.21,07/06/2023,Rejected
TXN869038,100027,INV3063,sip,434.45,25/05/2023,N/A
TXN735954,100065,INV7142,Red,92162.6,23/08/2023,Rejected
TXN795031,100044,INV8642,SIP,37420.46,22/03/2023,N/A
TXN532434,100064,INV2924,Red,46263.41,23/08/2023,Rejected
TXN512013,100029,INV1183,LUMP,12035.04,15/03/2023,Verified
TXN230067,100077,INV3715,SIP,5279.67,18/02/2023,N/A
TXN429427,100079,INV9610,LUMP,26774.01,07/11/2023,Pending
TXN603397,100036,INV7359,Lumpsum,84341.7,13/06/2023,Rejected
TXN234575,100088,INV3229,SIP,35406.07,03/04/2023,Rejected
TXN849400,100042,INV8030,Lumpsum,60151.68,12/12/2023,Rejected
TXN551061,100067,INV5543,Redemption,67378.33,20/05/2023,Rejected
TXN279461,100029,INV7484,Lumpsum,46107.41,08/10/2023,Pending
TXN963842,100084,INV6199,sip,26149.1,14/10/2023,Rejected
TXN192705,100059,INV7454,sip,58554.05,18/05/2023,Verified
TXN860861,100079,INV5585,sip,16632.44,08/11/2023,Pending
TXN358698,100037,INV2834,Redemption,55718.53,15/01/2023,Rejected
TXN783568,100052,INV5773,LUMP,26189.01,08/08/2023,Pending
TXN231420,100048,INV3455,SIP,-2471.33,18/09/2023,Verified
TXN488324,100034,INV5161,SIP,47778.88,19/04/2023,Pending
TXN987526,100066,INV4917,Red,72516.74,04/09/2023,N/A
TXN964123,100034,INV7880,SIP,68147.2,18/04/2023,Pending
TXN865742,100064,INV2727,Lumpsum,98208.57,07/10/2023,Verified
TXN974915,100067,INV3872,Lumpsum,6111.87,17/12/2023,Pending
TXN371099,100033,INV8928,Red,6812.68,16/06/2023,Verified
TXN959823,100065,INV1019,sip,46565.21,08/07/2023,N/A
TXN944106,100086,INV8295,Lumpsum,3271.45,18/08/2023,Verified
TXN536358,100062,INV2520,sip,62980.64,09/12/2023,N/A
TXN731816,100054,INV3399,Lumpsum,38127.38,01/04/2023,Rejected
TXN244165,100078,INV1331,Redemption,-4085.85,28/02/2023,Pending
TXN263744,100081,INV9897,Lumpsum,24875.23,16/04/2023,Pending
TXN115337,100079,INV9981,Redemption,97929.85,09/10/2023,Verified
TXN624825,100032,INV7834,LUMP,75926.21,14/12/2023,Verified
TXN350961,100043,INV3275,Lumpsum,4437.79,07/08/2023,Verified
TXN956481,100063,INV1495,Lumpsum,8690.25,01/06/2023,Verified
TXN581248,100038,INV1292,Red,19468.81,16/04/2023,N/A
TXN261834,100084,INV8283,Redemption,64541.17,25/06/2023,Rejected
TXN935827,100055,INV8528,LUMP,22523.99,28/09/2023,Verified
TXN785333,100088,INV8035,Red,71641.48,10/07/2023,Verified
TXN508592,100066,INV6026,sip,-2286.24,01/02/2023,Verified
TXN922487,100031,INV9987,Red,21464.39,11/03/2023,Rejected
TXN449098,100051,INV8928,Lumpsum,78174.93,26/01/2023,Rejected
TXN949654,100027,INV5094,Red,56216.66,21/03/2023,Pending
TXN889226,100037,INV4644,sip,79456.09,30/06/2023,Rejected
TXN416845,100079,INV3002,Redemption,55561.78,09/09/2023,Rejected
TXN679832,100044,INV9335,sip,27621.14,14/09/2023,N/A
TXN665596,100054,INV1818,LUMP,74368.57,24/05/2023,Verified
TXN823319,100031,INV6418,Lumpsum,24310.21,01/07/2023,Rejected
TXN790921,100031,INV9615,SIP,26935.67,22/03/2023,Pending
TXN765968,100087,INV6910,LUMP,81858.11,04/05/2023,Pending
TXN615325,100080,INV5080,LUMP,46053.33,16/04/2023,Verified
TXN833982,100033,INV1927,SIP,76553.76,02/03/2023,Rejected
TXN109493,100037,INV1760,LUMP,26854.42,10/05/2023,Verified
TXN285785,100032,INV9841,SIP,33873.22,06/11/2023,Rejected
TXN701933,100059,INV4506,Lumpsum,93407.48,14/10/2023,Rejected
TXN669881,100037,INV6129,Red,522.29,02/10/2023,N/A
TXN512174,100085,INV5267,LUMP,12140.68,10/05/2023,Rejected
TXN456153,100048,INV9057,sip,72607.1,01/07/2023,Pending
TXN231264,100027,INV4857,SIP,33328.94,07/07/2023,Pending
TXN428683,100066,INV6535,LUMP,81156.05,10/06/2023,Verified
TXN970002,100077,INV7109,sip,60061.46,27/12/2023,Verified
TXN758337,100038,INV6477,sip,86034.62,06/06/2023,Pending
TXN781838,100055,INV3576,sip,82520.38,19/02/2023,N/A
TXN988576,100043,INV6518,Redemption,69574.22,01/12/2023,Verified
TXN464032,100064,INV6051,LUMP,43682.67,20/10/2023,N/A
TXN871318,100037,INV7858,Lumpsum,52333.16,18/02/2023,N/A
TXN119866,100032,INV2545,sip,74299.47,15/03/2023,Verified
TXN423687,100080,INV6015,sip,10903.8,03/10/2023,Verified
TXN924488,100032,INV5510,Red,78431.51,05/08/2023,Rejected
TXN611502,100033,INV9104,Redemption,31443.63,07/07/2023,Rejected
